YearID	TeamID	LeagueID	PlayerID	POS	Salary	yearID	teamID	lgID	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	OBP	SLG	DumbC	DumbI
2003	SDN	NL	nevinph01	3B	5000000	2002	SDN	NL	107	407	53	116	16	0	12	57	4	0	38	87	4	1	0	4	12	0.344	0.413	0	1
2003	NYA	AL	venturo01	3B	5000000	2002	NYA	AL	141	465	68	115	17	0	27	93	3	1	90	101	9	2	0	5	14	0.368	0.458	0	1
2001	FLO	NL	johnsch04	C	5000000	2000	BAL	AL	84	286	52	84	16	0	21	55	2	0	32	69	0	0	1	1	8	0.363	0.570	1	0
2002	HOU	NL	ausmubr01	C	5000000	2001	HOU	NL	128	422	45	98	23	4	5	34	4	1	30	64	6	1	6	2	13	0.28	0.341	1	0
2002	FLO	NL	johnsch04	C	5000000	2001	FLO	NL	128	451	51	117	32	0	18	75	0	0	38	133	2	4	0	3	8	0.321	0.450	1	0
2001	MIL	NL	whitede03	OF	5000000	2000	LAN	NL	47	158	26	42	5	1	4	13	3	6	9	30	0	1	0	0	3	0.31	0.386	0	0
2001	SEA	AL	martial03	OF	5000000	2000	SDN	NL	93	346	62	106	13	6	11	27	6	8	28	54	5	2	0	2	2	0.36	0.474	0	0
2001	LAN	NL	grissma02	OF	5000000	2000	MIL	NL	146	595	67	145	18	2	14	62	20	10	39	99	2	0	2	4	9	0.288	0.351	0	0
2001	PIT	NL	bellde01	OF	5000000	2000	NYN	NL	144	546	87	145	31	1	18	69	8	4	65	125	0	6	2	3	14	0.347	0.425	0	0
2002	LAN	NL	grissma02	OF	5000000	2001	LAN	NL	135	448	56	99	17	1	21	60	7	5	16	107	0	2	0	2	12	0.25	0.404	0	0
2002	ANA	AL	anderga01	OF	5000000	2001	ANA	AL	161	672	83	194	39	2	28	123	13	6	27	100	4	0	0	5	12	0.314	0.478	0	0
2002	MIL	NL	loretma01	SS	5000000	2001	MIL	NL	102	384	40	111	14	2	2	29	1	2	28	46	0	7	7	3	6	0.34	0.352	0	1
2002	CHA	AL	valenjo03	SS	5000000	2001	CHA	AL	124	438	74	113	22	2	28	68	9	6	50	114	2	3	8	3	7	0.331	0.509	0	1
2003	CHA	AL	valenjo03	SS	5000000	2002	CHA	AL	135	474	70	118	26	4	25	75	3	3	43	99	2	2	3	5	9	0.309	0.479	0	1
2004	LAN	NL	beltrad01	SS	5000000	2003	LAN	NL	158	559	50	134	30	2	23	80	2	2	37	103	4	5	1	6	13	0.289	0.424	0	1
2004	BAL	AL	tejadmi01	SS	5000000	2003	OAK	AL	162	636	98	177	42	0	27	106	10	0	53	65	7	6	0	8	12	0.336	0.472	0	1
2004	CHA	AL	valenjo03	SS	5000000	2003	CHA	AL	144	503	79	119	26	2	28	74	8	3	54	114	4	3	7	2	6	0.309	0.463	0	1
2001	PHI	NL	abreubo01	OF	4983000	2000	PHI	NL	154	576	103	182	42	10	25	79	28	8	100	116	9	1	0	3	12	0.416	0.554	0	0
2001	COL	NL	heltoto01	1B	4950000	2000	COL	NL	160	580	138	216	59	2	42	147	5	3	103	61	22	4	0	10	12	0.463	0.698	0	0
2002	BAL	AL	batisto01	SS	4900000	2001	BAL	AL	84	308	41	82	16	5	12	42	5	1	19	47	0	0	0	4	7	0.305	0.468	0	1
2003	NYN	NL	cedenro01	OF	4875000	2002	NYN	NL	149	511	65	133	19	2	7	41	25	4	42	92	1	2	5	2	10	0.315	0.346	0	0
2002	BAL	AL	bordimi01	SS	4873439	2001	BAL	AL	58	229	32	57	13	0	7	30	9	3	17	36	1	6	2	3	4	0.311	0.397	0	1
2003	FLO	NL	castilu01	2B	4850000	2002	FLO	NL	146	606	86	185	18	5	2	39	48	15	55	76	4	2	4	1	7	0.362	0.361	0	1
2001	COL	NL	cirilje01	3B	4850000	2000	COL	NL	157	598	111	195	53	2	11	115	3	4	67	72	4	6	1	12	19	0.392	0.477	0	1
2001	ATL	NL	surhobj01	OF	4833333	2000	BAL	AL	103	411	56	120	27	0	13	57	7	2	29	46	3	2	1	1	5	0.34	0.453	0	0
2001	ARI	NL	gonzalu01	OF	4833333	2000	ARI	NL	162	618	106	192	47	2	31	114	2	4	78	85	6	12	2	12	12	0.391	0.544	0	0
2003	MIN	AL	hunteto01	OF	4750000	2002	MIN	AL	148	561	89	162	37	4	29	94	23	8	35	118	3	5	0	3	17	0.334	0.524	0	0
2003	BOS	AL	varitja01	C	4700000	2002	BOS	AL	132	467	58	124	27	1	10	61	4	3	41	95	3	7	1	3	13	0.331	0.392	1	0
2004	FLO	NL	castilu01	2B	4666667	2003	FLO	NL	152	595	99	187	19	6	6	39	21	19	63	60	0	2	15	1	7	0.373	0.397	0	1
2002	SEA	AL	camermi01	OF	4666667	2001	SEA	AL	150	540	99	144	30	5	25	110	34	5	69	155	3	10	1	13	13	0.352	0.480	0	0
2003	SEA	AL	suzukic01	OF	4666667	2002	SEA	AL	157	647	111	208	27	8	8	51	31	15	68	62	27	5	3	5	8	0.386	0.425	0	0
2001	TEX	AL	greerru01	OF	4600000	2000	TEX	AL	105	394	65	117	34	3	8	65	4	1	51	61	1	3	0	5	14	0.377	0.459	0	0
2001	BOS	AL	oleartr01	OF	4600000	2000	BOS	AL	138	513	68	134	30	4	13	70	0	2	44	76	2	2	0	4	12	0.32	0.411	0	0
2004	BOS	AL	ortizda01	1B	4587500	2003	BOS	AL	128	448	79	129	39	2	31	101	0	0	58	83	8	1	0	2	9	0.369	0.592	0	0
2001	CHN	NL	younger01	2B	4500000	2000	CHN	NL	153	607	98	180	40	2	6	47	54	7	63	39	1	8	7	5	12	0.364	0.399	0	1
2002	MON	NL	tatisfe01	3B	4500000	2001	MON	NL	41	145	20	37	9	0	2	11	0	0	16	43	0	4	0	3	5	0.339	0.359	0	1
2003	KCA	AL	randajo01	3B	4500000	2002	KCA	AL	151	549	63	155	36	5	11	80	2	1	46	69	1	9	2	11	13	0.34	0.426	0	1
2004	MIN	AL	koskico01	3B	4500000	2003	MIN	AL	131	469	76	137	29	2	14	69	11	5	77	113	5	7	0	9	5	0.393	0.452	0	1
2002	SEA	AL	wilsoda01	C	4500000	2001	SEA	AL	123	377	44	100	20	1	10	42	3	2	20	69	0	2	8	1	6	0.299	0.403	1	0
2001	ANA	AL	anderga01	OF	4500000	2000	ANA	AL	159	647	92	185	40	3	35	117	7	6	24	87	5	0	1	9	21	0.307	0.519	0	0
2002	ATL	NL	surhobj01	OF	4500000	2001	ATL	NL	141	484	68	131	33	1	10	58	9	3	38	48	5	1	1	7	5	0.32	0.405	0	0
2002	NYA	AL	whitero02	OF	4500000	2001	CHN	NL	95	323	43	99	19	1	17	50	1	0	26	56	4	7	1	0	14	0.37	0.529	0	0
2004	BOS	AL	nixontr01	OF	4500000	2003	BOS	AL	134	441	81	135	24	6	28	87	4	2	65	96	4	3	1	3	3	0.396	0.578	0	0
2001	CHA	AL	claytro01	SS	4500000	2000	TEX	AL	148	513	70	124	21	5	14	54	11	7	42	92	1	3	12	3	21	0.295	0.384	0	1
2001	BAL	AL	bordimi01	SS	4500000	2000	BAL	AL	100	391	70	116	22	1	16	59	6	5	34	71	0	1	2	5	12	0.349	0.481	0	1
2001	SLN	NL	renteed01	SS	4500000	2000	SLN	NL	150	562	94	156	32	1	16	76	21	13	63	77	3	1	8	9	19	0.342	0.423	0	1
2002	CLE	AL	vizquom01	SS	4500000	2001	CLE	AL	155	611	84	156	26	8	2	50	13	9	61	72	0	2	15	4	14	0.316	0.334	0	1
2002	ARI	NL	womacto01	SS	4500000	2001	ARI	NL	125	481	66	128	19	5	3	30	28	7	23	54	2	6	7	1	4	0.303	0.345	0	1
2002	CHA	AL	claytro01	SS	4500000	2001	CHA	AL	135	433	62	114	21	4	9	60	10	7	33	72	2	3	9	7	16	0.309	0.393	0	1
2001	DET	AL	clarkto02	1B	4462500	2000	DET	AL	60	208	32	57	14	0	13	37	0	0	24	51	2	0	0	0	10	0.349	0.529	0	0
2003	SDN	NL	kotsama01	OF	4450000	2002	SDN	NL	153	578	82	169	27	7	17	61	11	9	59	89	0	3	2	4	10	0.358	0.452	0	0
2004	PHI	NL	bellda01	3B	4400000	2003	PHI	NL	85	297	32	58	14	0	4	37	0	0	41	40	1	4	0	6	7	0.296	0.283	0	1
2001	SEA	AL	wilsoda01	C	4400000	2000	SEA	AL	90	268	31	63	12	0	5	27	1	2	22	51	0	0	11	2	8	0.281	0.336	1	0
2001	DET	AL	encarju01	OF	4400000	2000	DET	AL	141	547	75	158	25	6	14	72	16	4	29	90	1	7	3	4	15	0.329	0.433	0	0
2004	MIN	AL	jonesja04	OF	4350000	2003	MIN	AL	136	517	76	157	33	1	16	69	13	1	21	105	2	4	1	5	10	0.332	0.464	0	0
2001	BAL	AL	deshide01	OF	4333667	2000	BAL	AL	151	561	84	166	43	5	10	86	37	10	69	82	2	1	3	9	16	0.367	0.444	0	0
2001	SLN	NL	vinafe01	2B	4333333	2000	SLN	NL	123	487	81	146	24	6	4	31	10	8	36	36	0	28	2	1	5	0.379	0.398	0	1
2002	SLN	NL	vinafe01	2B	4333333	2001	SLN	NL	154	631	95	191	30	8	9	56	17	7	32	35	3	22	3	2	7	0.355	0.418	0	1
2002	ARI	NL	gonzalu01	OF	4333333	2001	ARI	NL	162	609	128	198	36	7	57	142	1	1	100	83	24	14	0	5	14	0.429	0.688	0	0
2004	NYN	NL	camermi01	OF	4333333	2003	SEA	AL	147	534	74	135	31	5	18	76	17	7	70	137	1	5	1	2	13	0.343	0.431	0	0
2003	FLO	NL	leede02	1B	4250000	2002	FLO	NL	162	581	95	157	35	7	27	86	19	9	98	164	8	5	0	4	14	0.378	0.494	0	0
2001	HOU	NL	ausmubr01	C	4250000	2000	DET	AL	150	523	75	139	25	3	7	51	11	5	69	79	0	6	4	2	19	0.354	0.365	1	0
2002	TOR	AL	stewash01	OF	4250000	2001	TOR	AL	155	640	103	202	44	7	12	60	27	10	46	72	1	11	0	1	9	0.371	0.463	0	0
2003	BAL	AL	coninje01	OF	4250000	2002	BAL	AL	116	451	44	123	26	4	15	63	8	0	25	66	6	2	0	10	10	0.307	0.448	0	0
2003	ARI	NL	finlest01	OF	4250000	2002	ARI	NL	150	505	82	145	24	4	25	89	16	4	65	73	7	3	1	3	10	0.369	0.499	0	0
2003	ANA	AL	spiezsc01	OF	4250000	2002	ANA	AL	153	491	80	140	34	2	12	82	6	7	67	52	7	4	3	6	12	0.37	0.436	0	0
2004	PHI	NL	burrepa01	OF	4250000	2003	PHI	NL	146	522	57	109	31	4	21	64	0	0	72	142	2	4	0	1	18	0.309	0.404	0	0
2001	TOR	AL	gonzaal01	SS	4250000	2000	TOR	AL	141	527	68	133	31	2	15	69	4	4	43	113	0	4	16	1	14	0.305	0.404	0	1
2002	CHN	NL	gonzaal01	SS	4250000	2001	TOR	AL	154	636	79	161	25	5	17	76	18	11	43	149	0	7	7	10	16	0.3	0.388	0	1
2002	SFN	NL	benarma01	OF	4200000	2001	SFN	NL	129	392	70	104	19	2	15	44	10	5	29	66	2	4	1	3	3	0.319	0.439	0	0
2003	CHA	AL	leeca01	OF	4200000	2002	CHA	AL	140	492	82	130	26	2	26	80	1	4	75	73	4	2	0	7	5	0.359	0.484	0	0
2004	ATL	NL	drewjd01	OF	4200000	2003	SLN	NL	100	287	60	83	13	3	15	42	2	2	36	48	0	3	2	0	6	0.372	0.512	0	0
2002	CLE	AL	cordewi01	OF	4166667	2001	CLE	AL	89	268	30	67	11	1	4	21	0	0	22	50	2	4	2	3	8	0.311	0.343	0	0
2001	OAK	AL	giambja01	1B	4103333	2000	OAK	AL	152	510	108	170	29	1	43	137	2	0	137	96	6	9	0	8	9	0.476	0.647	0	0
2002	KCA	AL	perezne01	SS	4100000	2001	COL	NL	87	382	65	114	19	8	7	47	6	2	16	49	1	0	4	1	8	0.323	0.445	0	1
2004	LAN	NL	loducpa01	OF	4066667	2003	LAN	NL	147	568	64	155	34	2	7	52	0	2	44	54	6	10	7	1	21	0.332	0.377	0	0
2001	NYA	AL	posadjo01	C	4050000	2000	NYA	AL	151	505	92	145	35	1	28	86	2	2	107	151	10	8	0	4	11	0.417	0.527	1	0
2001	MON	NL	stevele01	1B	4000000	2000	MON	NL	123	449	60	119	27	2	22	75	0	0	48	105	6	2	0	2	10	0.337	0.481	0	0
2002	CIN	NL	caseyse01	1B	4000000	2001	CIN	NL	145	533	69	165	40	0	13	89	3	1	43	63	8	9	0	3	16	0.369	0.458	0	0
2002	ANA	AL	fullmbr01	1B	4000000	2001	TOR	AL	146	522	71	143	31	2	18	83	5	2	38	88	8	6	0	7	13	0.326	0.444	0	0
2002	MON	NL	stevele01	1B	4000000	2001	MON	NL	152	542	77	133	35	1	25	95	2	1	74	157	12	5	0	7	17	0.338	0.452	0	0
2004	BAL	AL	palmera01	1B	4000000	2003	TEX	AL	154	561	92	146	21	2	38	112	2	0	84	77	9	5	0	4	7	0.359	0.508	0	0
2002	MON	NL	vidrojo01	2B	4000000	2001	MON	NL	124	486	82	155	34	1	15	59	4	1	31	49	2	10	2	2	18	0.369	0.486	0	1
2002	KCA	AL	randajo01	3B	4000000	2001	KCA	AL	151	581	59	147	34	2	13	83	3	2	42	80	2	6	1	6	15	0.307	0.386	0	1
2003	SFN	NL	alfoned01	3B	4000000	2002	NYN	NL	135	490	78	151	26	0	16	56	6	0	62	55	8	7	0	3	5	0.391	0.459	0	1
2004	SLN	NL	mathemi01	C	4000000	2003	SLN	NL	141	441	43	111	18	2	8	47	1	1	44	81	16	2	8	3	11	0.315	0.356	1	0
2001	CHN	NL	whitero02	OF	4000000	2000	MON	NL	75	290	52	89	24	0	11	54	5	1	28	67	0	2	0	2	4	0.37	0.503	0	0
2002	TBA	AL	grievbe01	OF	4000000	2001	TBA	AL	154	542	72	143	30	2	11	72	7	1	87	159	2	8	0	2	13	0.372	0.387	0	0
2002	PHI	NL	glanvdo01	OF	4000000	2001	PHI	NL	153	634	74	166	24	3	14	55	28	6	19	91	1	4	10	7	7	0.28	0.375	0	0
2003	ARI	NL	gonzalu01	OF	4000000	2002	ARI	NL	148	524	90	151	19	3	28	103	9	2	97	76	8	5	0	7	12	0.4	0.496	0	0
2003	BOS	AL	nixontr01	OF	4000000	2002	BOS	AL	152	532	81	136	36	3	24	94	4	2	65	109	2	5	3	7	7	0.337	0.470	0	0
2004	ARI	NL	bautida01	OF	4000000	2003	ARI	NL	88	284	29	78	16	3	4	36	3	2	21	50	2	4	2	3	7	0.328	0.394	0	0
2004	KCA	AL	gonzaju03	OF	4000000	2003	TEX	AL	82	327	49	96	17	1	24	70	1	1	14	73	1	4	0	1	10	0.329	0.572	0	0
2003	SEA	AL	martied01	P	4000000	2002	SEA	AL	97	328	42	91	23	0	15	59	1	1	67	69	8	6	0	6	6	0.403	0.485	0	0
2001	NYN	NL	ordonre01	SS	4000000	2000	NYN	NL	45	133	10	25	5	0	0	9	0	0	17	16	2	0	4	1	4	0.271	0.226	0	1
2001	LAN	NL	grudzma01	SS	4000000	2000	LAN	NL	148	617	101	172	35	6	7	49	12	3	45	81	0	9	2	3	16	0.334	0.389	0	1
2001	ARI	NL	womacto01	SS	4000000	2000	ARI	NL	146	617	95	167	21	14	7	57	45	11	30	74	0	5	2	5	6	0.307	0.384	0	1
2002	ANA	AL	glaustr01	SS	4000000	2001	ANA	AL	161	588	100	147	38	2	41	108	10	3	107	158	7	6	0	7	16	0.367	0.531	0	1
2004	PHI	NL	polanpl01	3B	3950000	2003	PHI	NL	122	492	87	142	30	3	14	63	14	2	42	38	1	8	8	4	16	0.347	0.447	0	1
2002	TOR	AL	cruzjo02	OF	3950000	2001	TOR	AL	146	577	92	158	38	4	34	88	32	5	45	138	4	1	2	2	8	0.325	0.530	0	0
2003	CLE	AL	gutieri01	2B	3916667	2002	CLE	AL	94	353	38	97	13	0	4	38	0	1	20	48	0	7	3	1	14	0.323	0.346	0	1
2004	SEA	AL	ibanera01	OF	3916667	2003	KCA	AL	157	608	95	179	33	5	18	90	8	4	49	81	5	3	1	10	10	0.344	0.454	0	0
2001	ATL	NL	verasqu01	2B	3900000	2000	ATL	NL	84	298	56	92	15	0	5	37	25	12	51	50	0	5	6	4	8	0.407	0.409	0	1
2001	MIN	AL	lawtoma02	OF	3900000	2000	MIN	AL	156	561	84	171	44	2	13	88	23	7	91	63	8	7	0	5	10	0.405	0.460	0	0
2002	TOR	AL	fletcda01	C	3825000	2001	TOR	AL	134	416	36	94	20	0	11	56	0	1	24	43	4	6	1	6	18	0.274	0.353	1	0
2002	CHA	AL	konerpa01	1B	3800000	2001	CHA	AL	156	582	92	164	35	0	32	99	1	0	54	89	6	9	0	5	17	0.349	0.507	0	0
2001	KCA	AL	dyeje01	OF	3800000	2000	KCA	AL	157	601	107	193	41	2	33	118	0	1	69	99	6	3	0	6	12	0.39	0.561	0	0
2002	PIT	NL	mearepa01	2B	3790000	2001	PIT	NL	87	270	27	57	11	1	4	25	0	2	10	45	3	2	1	1	9	0.243	0.304	0	1
2001	PIT	NL	mearepa01	SS	3790000	2000	PIT	NL	132	462	55	111	22	2	13	47	1	0	36	91	6	8	5	3	13	0.302	0.381	0	1
2003	LAN	NL	mcgrifr01	1B	3750000	2002	CHN	NL	146	523	67	143	27	2	30	103	1	2	63	99	6	4	0	5	13	0.353	0.505	0	0
2001	CHA	AL	ordonma01	OF	3750000	2000	CHA	AL	153	588	102	185	34	3	32	126	18	4	60	64	3	2	0	15	28	0.371	0.546	0	0
2004	MIN	AL	guzmacr01	SS	3725000	2003	MIN	AL	143	534	78	143	15	14	3	53	18	9	30	79	0	5	12	4	4	0.304	0.365	0	1
2003	LAN	NL	beltrad01	3B	3700000	2002	LAN	NL	159	587	70	151	26	5	21	75	7	5	37	96	4	4	1	6	17	0.302	0.426	0	1
2003	FLO	NL	lowelmi01	3B	3700000	2002	FLO	NL	160	597	88	165	44	0	24	92	4	3	65	92	5	4	0	11	16	0.346	0.471	0	1
2003	SLN	NL	drewjd01	OF	3700000	2002	SLN	NL	135	424	61	107	19	1	18	56	8	2	57	104	4	8	3	4	4	0.347	0.429	0	0
2003	CIN	NL	booneaa01	SS	3700000	2002	CIN	NL	162	606	83	146	38	2	26	87	32	8	56	111	4	10	9	4	9	0.309	0.439	0	1
2004	ATL	NL	furcara01	SS	3700000	2003	ATL	NL	156	664	130	194	35	10	15	61	25	2	60	76	2	3	3	4	1	0.35	0.443	0	1
2002	SEA	AL	suzukic01	OF	3696000	2001	SEA	AL	157	692	127	242	34	8	8	69	56	14	30	53	10	8	4	4	3	0.379	0.457	0	0
2003	OAK	AL	chaveer01	OF	3675000	2002	OAK	AL	153	585	87	161	31	3	34	109	8	3	65	119	13	1	0	2	8	0.348	0.513	0	0
2002	OAK	AL	tejadmi01	SS	3625000	2001	OAK	AL	162	622	107	166	31	3	31	113	11	5	43	89	5	13	1	4	14	0.325	0.476	0	1
2004	SDN	NL	longte01	OF	3575000	2003	OAK	AL	140	486	64	119	22	2	14	61	4	1	31	67	4	3	0	2	9	0.293	0.385	0	0
2004	LAN	NL	encarju01	OF	3565000	2003	FLO	NL	156	601	80	162	37	6	19	94	19	8	37	82	0	4	5	6	17	0.311	0.446	0	0
2001	COL	NL	perezne01	SS	3550000	2000	COL	NL	162	651	92	187	39	11	10	71	3	6	30	63	6	0	7	11	9	0.31	0.427	0	1
2001	TOR	AL	fletcda01	C	3525000	2000	TOR	AL	122	416	43	133	19	1	20	58	1	0	20	45	3	5	0	4	8	0.355	0.514	1	0
2001	DET	AL	cruzde01	SS	3525000	2000	DET	AL	156	583	68	176	46	5	10	82	1	4	13	43	2	4	8	7	25	0.314	0.449	0	1
2001	TEX	AL	caminke01	3B	3500000	2000	HOU	NL	59	208	42	63	13	0	15	45	3	0	42	37	8	1	0	2	7	0.419	0.582	0	1
2001	SLN	NL	hernaca01	C	3500000	2000	SDN	NL	58	191	16	48	11	0	2	25	1	3	16	26	1	3	0	2	4	0.316	0.340	1	0
2001	CHN	NL	hundlto01	C	3500000	2000	LAN	NL	90	299	49	85	16	0	24	70	0	1	45	69	6	2	1	6	5	0.374	0.579	1	0
2002	BOS	AL	varitja01	C	3500000	2001	BOS	AL	51	174	19	51	11	1	7	25	0	0	21	35	3	1	1	1	6	0.369	0.489	1	0
2003	BAL	AL	fordybr01	C	3500000	2002	BAL	AL	56	130	7	30	8	0	1	8	1	0	9	19	0	4	3	0	5	0.295	0.315	1	0
2003	SEA	AL	wilsoda01	C	3500000	2002	SEA	AL	115	359	35	106	16	1	6	44	1	0	18	81	1	2	7	8	8	0.32	0.396	1	0
2004	SFN	NL	pierzaj01	C	3500000	2003	MIN	AL	137	487	63	152	35	3	11	74	3	1	24	55	12	15	2	5	13	0.358	0.464	1	0
2004	SEA	AL	wilsoda01	C	3500000	2003	SEA	AL	96	316	32	76	15	2	4	43	0	0	15	52	0	0	3	3	8	0.27	0.339	1	0
2001	CIN	NL	youngdm01	OF	3500000	2000	CIN	NL	152	548	68	166	37	6	18	88	0	3	36	80	6	3	1	5	16	0.346	0.491	0	0
2001	HOU	NL	hidalri01	OF	3500000	2000	HOU	NL	153	558	118	175	42	3	44	122	13	6	56	110	3	21	0	9	13	0.391	0.636	0	0
2002	BAL	AL	coninje01	OF	3500000	2001	BAL	AL	139	524	75	163	23	2	14	97	12	8	64	75	6	5	0	8	12	0.386	0.443	0	0
2002	FLO	NL	wilsopr01	OF	3500000	2001	FLO	NL	123	468	70	128	30	2	23	71	20	8	36	107	2	6	0	3	14	0.331	0.494	0	0
2002	KCA	AL	beltrca01	OF	3500000	2001	KCA	AL	155	617	106	189	32	12	24	101	31	1	52	120	2	5	1	5	7	0.362	0.514	0	0
2003	HOU	NL	berkmla01	OF	3500000	2002	HOU	NL	158	578	106	169	35	2	42	128	8	4	107	118	20	4	0	3	10	0.405	0.578	0	0
2004	SEA	AL	winnra01	OF	3500000	2003	SEA	AL	157	600	103	177	37	4	11	75	23	5	41	108	0	8	6	5	9	0.342	0.425	0	0
2001	MIL	NL	loretma01	SS	3500000	2000	MIL	NL	91	352	49	99	21	1	7	40	0	3	37	38	2	1	8	1	9	0.343	0.406	0	1
2003	BOS	AL	walketo04	2B	3450000	2002	CIN	NL	155	612	79	183	42	3	11	64	8	5	50	81	7	3	7	3	9	0.35	0.431	0	1
2002	CHN	NL	muellbi02	3B	3450000	2001	CHN	NL	70	210	38	62	12	1	6	23	1	1	37	19	3	3	4	3	4	0.397	0.448	0	1
2001	ANA	AL	erstada01	OF	3450000	2000	ANA	AL	157	676	121	240	39	6	25	100	28	8	64	82	9	1	2	4	8	0.408	0.541	0	0
2003	FLO	NL	encarju01	OF	3450000	2002	CIN	NL	83	321	43	89	11	2	16	51	9	4	26	63	0	1	3	3	7	0.328	0.474	0	0
2003	COL	NL	kaplega01	OF	3425000	2002	TEX	AL	72	196	25	51	12	1	0	17	5	2	8	30	0	0	7	3	3	0.276	0.332	0	0
2001	LAN	NL	goodwto01	OF	3416667	2000	COL	NL	91	317	65	86	8	8	5	47	39	7	50	76	2	1	5	4	3	0.363	0.394	0	0
2001	SEA	AL	camermi01	OF	3416667	2000	SEA	AL	155	543	96	145	28	4	19	78	24	7	78	133	0	9	7	6	10	0.361	0.438	0	0
2003	MIN	AL	koskico01	3B	3400000	2002	MIN	AL	140	490	71	131	37	3	15	69	10	11	72	127	4	9	0	5	14	0.368	0.447	0	1
2001	CHN	NL	gutieri01	SS	3400000	2000	CHN	NL	125	449	73	124	19	2	11	56	8	2	66	58	0	7	16	4	10	0.363	0.401	0	1
2002	TOR	AL	bushho01	2B	3375000	2001	TOR	AL	78	271	32	83	11	1	3	27	13	4	8	50	1	6	2	4	2	0.333	0.387	0	1
2001	MIL	NL	hernajo01	SS	3333333	2000	MIL	NL	124	446	51	109	22	1	11	59	3	7	41	125	3	6	0	3	12	0.315	0.372	0	1
2002	MIL	NL	hernajo01	SS	3333333	2001	MIL	NL	152	542	67	135	26	2	25	78	5	4	39	185	8	2	5	4	9	0.297	0.443	0	1
2002	FLO	NL	castilu01	2B	3325000	2001	FLO	NL	134	537	76	141	16	10	2	45	33	16	67	90	0	1	4	3	6	0.342	0.341	0	1
2001	TOR	AL	batisto01	3B	3300000	2000	TOR	AL	154	620	96	163	32	2	41	114	5	4	35	121	1	6	0	3	15	0.307	0.519	0	1
2003	SEA	AL	winnra01	OF	3300000	2002	TBA	AL	152	607	87	181	39	9	14	75	27	8	55	109	3	6	1	5	9	0.359	0.461	0	0
2004	BOS	AL	millake01	OF	3300000	2003	BOS	AL	148	544	83	150	30	1	25	96	3	2	60	108	5	5	0	9	14	0.348	0.472	0	0
2003	MON	NL	cabreor01	SS	3300000	2002	MON	NL	153	563	64	148	43	1	7	56	25	7	48	53	4	2	9	4	16	0.316	0.380	0	1
2001	SEA	AL	boonebr01	2B	3250000	2000	SDN	NL	127	463	61	116	18	2	19	74	8	4	50	97	7	5	0	7	11	0.326	0.421	0	1
2004	KCA	AL	randajo01	3B	3250000	2003	KCA	AL	131	502	80	146	31	1	16	72	1	0	41	61	0	7	9	7	12	0.343	0.452	0	1
2002	TBA	AL	flahejo01	C	3250000	2001	TBA	AL	78	248	20	59	17	1	4	29	1	0	10	33	1	1	5	1	9	0.264	0.363	1	0
2003	SLN	NL	mathemi01	C	3250000	2002	SLN	NL	110	315	31	77	12	1	3	35	1	3	32	49	6	2	8	6	3	0.306	0.317	1	0
2001	SFN	NL	aurilri01	SS	3250000	2000	SFN	NL	141	509	67	138	24	2	20	79	1	2	54	90	2	0	4	4	15	0.336	0.444	0	1
2001	CIN	NL	reesepo01	2B	3200000	2000	CIN	NL	135	518	76	132	20	6	12	46	29	3	45	86	5	6	3	5	8	0.317	0.386	0	1
2001	CHN	NL	stairma01	OF	3200000	2000	OAK	AL	143	476	74	108	26	0	21	81	5	2	78	122	4	1	1	6	7	0.333	0.414	0	0
2003	PHI	NL	bellda01	SS	3200000	2002	SFN	NL	154	552	82	144	29	2	20	73	1	2	54	80	2	9	6	7	18	0.33	0.429	0	1
2002	MIL	NL	jenkige01	OF	3187500	2001	MIL	NL	105	397	60	105	21	1	20	63	4	2	36	120	7	8	0	5	11	0.334	0.474	0	0
2004	MIL	NL	counscr01	SS	3166667	2003	ARI	NL	89	303	40	71	6	3	3	21	11	4	41	32	0	2	3	2	4	0.325	0.304	0	1
2001	TEX	AL	velarra01	2B	3150000	2000	OAK	AL	122	485	82	135	23	0	12	41	9	3	54	95	0	3	3	1	15	0.352	0.400	0	1
2002	SEA	AL	mclemma01	SS	3150000	2001	SEA	AL	125	409	78	117	16	9	5	57	39	7	69	84	0	0	3	6	6	0.382	0.406	0	1
2003	SEA	AL	mclemma01	SS	3150000	2002	SEA	AL	104	337	54	91	17	2	7	41	18	10	61	63	1	1	4	4	3	0.376	0.395	0	1
2004	SEA	AL	aurilri01	SS	3150000	2003	SFN	NL	129	505	65	140	26	1	13	58	2	2	36	82	0	1	0	3	18	0.325	0.410	0	1
2002	MIL	NL	sexsori01	1B	3125000	2001	MIL	NL	158	598	94	162	24	3	45	125	2	4	60	178	5	6	0	3	20	0.342	0.547	0	0
2002	SLN	NL	drewjd01	OF	3100000	2001	SLN	NL	109	375	80	121	18	5	27	73	13	3	57	75	4	4	3	4	6	0.411	0.613	0	0
2003	BAL	AL	cordoma01	OF	3100000	2002	BAL	AL	131	458	55	116	25	2	18	64	1	6	47	111	3	3	2	3	17	0.324	0.434	0	0
2004	NYA	AL	loftoke01	OF	3100000	2003	PIT	NL	84	339	58	94	19	4	9	26	18	5	28	29	1	2	2	3	2	0.332	0.437	0	0
2002	SDN	NL	kotsama01	OF	3050000	2001	SDN	NL	119	406	67	118	29	1	10	58	13	5	48	58	1	2	1	3	11	0.365	0.441	0	0
