,yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
761,2004,SLN,NL,rolensc01,3B,8625000,2003,1,SLN,NL,154,559,98,160,49,1,28,104,13,3,82,104,5,9,0,7,19
644,2004,PIT,NL,kendaja01,C,8571429,2003,1,PIT,NL,150,587,84,191,29,3,6,58,8,7,49,40,3,25,1,3,9
678,2004,SDN,NL,nevinph01,OF,8500000,2003,1,SDN,NL,59,226,30,63,8,0,13,46,2,0,21,44,1,0,0,1,9
40,2004,ARI,NL,gonzalu01,OF,8250000,2003,1,ARI,NL,156,579,92,176,46,4,26,104,5,3,94,67,17,3,0,3,19
691,2004,SEA,AL,boonebr01,2B,8000000,2003,1,SEA,AL,159,622,111,183,35,5,35,117,16,3,68,125,3,7,1,7,17
119,2004,BOS,AL,damonjo01,OF,8000000,2003,1,BOS,AL,145,608,103,166,32,6,12,67,30,6,68,74,4,2,6,6,5
156,2004,CHA,AL,konerpa01,1B,8000000,2003,1,CHA,AL,137,444,49,104,19,0,18,65,0,0,43,50,7,4,0,4,28
5,2004,ANA,AL,erstada01,OF,7750000,2003,1,ANA,AL,67,258,35,65,7,1,4,17,9,1,18,40,1,4,2,2,8
323,2004,DET,AL,youngdm01,OF,7750000,2003,1,DET,AL,155,562,78,167,34,7,29,85,2,1,58,130,16,11,0,4,16
707,2004,SEA,AL,olerujo01,1B,7700000,2003,1,SEA,AL,152,539,64,145,35,0,10,83,0,1,84,67,7,6,2,3,20
616,2004,PHI,NL,liebemi01,C,7500000,2003,1,PHI,NL,131,508,68,159,30,1,13,81,0,0,38,59,2,12,0,3,14
790,2004,TBA,AL,martiti02,1B,7500000,2003,1,SLN,NL,138,476,66,130,25,2,15,69,1,1,53,71,7,9,2,7,14
249,2004,CLE,AL,lawtoma02,OF,7250000,2003,1,CLE,AL,99,374,57,93,19,0,15,53,10,3,47,47,0,7,0,1,8
760,2004,SLN,NL,renteed01,SS,7250000,2003,1,SLN,NL,157,587,96,194,47,1,13,100,34,7,65,54,12,1,3,7,21
720,2004,SFN,NL,durhara01,2B,7200000,2003,1,SFN,NL,110,410,61,117,30,5,8,33,7,7,50,82,2,3,4,2,4
38,2004,ARI,NL,finlest01,OF,7000000,2003,1,ARI,NL,147,516,82,148,24,10,22,70,15,8,57,94,4,6,0,3,6
535,2004,NYA,AL,matsuhi01,OF,7000000,2003,1,NYA,AL,163,623,82,179,42,1,16,106,2,2,63,86,5,3,0,6,25
759,2004,SLN,NL,pujolal01,OF,7000000,2003,1,SLN,NL,157,591,137,212,51,1,43,124,5,1,79,65,12,10,0,5,13
313,2004,DET,AL,rodriiv01,C,7000000,2003,1,FLO,NL,144,511,90,152,36,3,16,85,10,6,55,92,6,6,1,5,18
112,2004,BAL,AL,seguida01,1B,7000000,2003,1,BAL,AL,67,224,26,59,10,1,5,25,1,0,26,47,2,1,0,1,8
518,2004,MON,NL,vidrojo01,2B,7000000,2003,1,MON,NL,144,509,77,158,36,0,15,65,3,2,69,50,6,7,2,5,16
665,2004,SDN,NL,cirilje01,3B,6975000,2003,1,SEA,AL,87,258,24,53,11,0,2,23,1,1,24,32,1,5,4,2,6
144,2004,BOS,AL,varitja01,C,6900000,2003,1,BOS,AL,142,451,63,123,31,1,25,85,3,2,51,106,8,7,5,7,10
202,2004,CIN,NL,caseyse01,1B,6800000,2003,1,CIN,NL,147,573,71,167,19,3,14,80,4,0,51,58,4,2,0,3,19
716,2004,SFN,NL,alfoned01,3B,6500000,2003,1,SFN,NL,142,514,56,133,25,2,13,81,5,2,58,41,4,4,3,7,14
356,2004,HOU,NL,berkmla01,OF,6500000,2003,1,HOU,NL,153,538,110,155,35,6,25,93,5,3,107,108,13,9,1,3,10
550,2004,NYN,NL,floydcl01,OF,6500000,2003,1,NYN,NL,108,365,57,106,25,2,18,68,3,0,51,66,2,3,0,6,10
471,2004,MIN,AL,hunteto01,OF,6500000,2003,1,MIN,AL,154,581,83,145,31,4,26,102,6,7,50,106,7,5,0,6,15
157,2004,CHA,AL,leeca01,OF,6500000,2003,1,CHA,AL,158,623,100,181,35,1,31,113,18,4,37,91,2,4,0,7,20
343,2004,FLO,NL,lowelmi01,3B,6500000,2003,1,FLO,NL,130,492,76,136,27,1,32,105,3,1,56,78,6,3,0,6,14
711,2004,SEA,AL,suzukic01,OF,6500000,2003,1,SEA,AL,159,679,111,212,29,8,13,62,34,8,36,69,7,6,3,1,3
0,2004,ANA,AL,anderga01,OF,6200000,2003,1,ANA,AL,159,638,80,201,49,4,29,116,6,3,31,83,10,0,0,4,15
184,2004,CHN,NL,leede02,1B,6166667,2003,1,FLO,NL,155,539,91,146,31,2,31,92,21,8,88,131,7,10,0,6,9
498,2004,MON,NL,cabreor01,SS,6000000,2003,1,MON,NL,162,626,95,186,47,2,17,80,24,2,52,64,3,1,3,9,18
672,2004,SDN,NL,kleskry01,1B,6000000,2003,1,SDN,NL,121,397,47,100,18,0,21,67,2,5,65,83,5,3,0,9,11
100,2004,BAL,AL,lopezja01,C,6000000,2003,1,ATL,NL,129,457,89,150,29,3,43,109,0,1,33,90,5,4,0,1,10
193,2004,CHN,NL,ramirar01,3B,6000000,2003,1,PIT,NL,96,375,44,105,25,1,12,67,1,1,25,68,3,7,0,8,17
167,2004,CHA,AL,thomafr04,1B,6000000,2003,1,CHA,AL,153,546,87,146,35,0,42,105,0,0,100,115,4,12,0,4,11
263,2004,CLE,AL,vizquom01,SS,6000000,2003,1,CLE,AL,64,250,43,61,13,2,2,19,8,3,29,20,0,0,5,1,11
179,2004,CHN,NL,gonzaal01,SS,5750000,2003,1,CHN,NL,152,536,71,122,37,0,20,59,3,3,47,123,1,6,8,4,17
593,2004,OAK,AL,kotsama01,OF,5500000,2003,1,SDN,NL,128,482,64,128,28,4,7,38,6,3,56,82,3,1,1,1,8
491,2004,MIN,AL,stewash01,OF,5500000,2003,1,TOR,AL,71,303,47,89,22,2,7,35,1,2,27,30,2,2,0,8,6
827,2004,TEX,AL,soriaal01,2B,5400000,2003,1,NYA,AL,156,682,114,198,36,5,38,91,35,8,38,130,7,12,0,2,8
749,2004,SLN,NL,cedenro01,OF,5375000,2003,1,NYN,NL,148,484,70,129,25,4,7,37,14,9,38,86,3,1,2,2,8
579,2004,OAK,AL,chaveer01,3B,5325000,2003,1,OAK,AL,156,588,94,166,39,5,29,101,8,3,62,89,10,1,0,3,14
417,2004,LAN,NL,beltrad01,SS,5000000,2003,1,LAN,NL,158,559,50,134,30,2,23,80,2,2,37,103,4,5,1,6,13
114,2004,BAL,AL,tejadmi01,SS,5000000,2003,1,OAK,AL,162,636,98,177,42,0,27,106,10,0,53,65,7,6,0,8,12
169,2004,CHA,AL,valenjo03,SS,5000000,2003,1,CHA,AL,144,503,79,119,26,2,28,74,8,3,54,114,4,3,7,2,6
331,2004,FLO,NL,castilu01,2B,4666667,2003,1,FLO,NL,152,595,99,187,19,6,6,39,21,19,63,60,0,2,15,1,7
138,2004,BOS,AL,ortizda01,1B,4587500,2003,1,BOS,AL,128,448,79,129,39,2,31,101,0,0,58,83,8,1,0,2,9
473,2004,MIN,AL,koskico01,3B,4500000,2003,1,MIN,AL,131,469,76,137,29,2,14,69,11,5,77,113,5,7,0,9,5
137,2004,BOS,AL,nixontr01,OF,4500000,2003,1,BOS,AL,134,441,81,135,24,6,28,87,4,2,65,96,4,3,1,3,3
607,2004,PHI,NL,bellda01,3B,4400000,2003,1,PHI,NL,85,297,32,58,14,0,4,37,0,0,41,40,1,4,0,6,7
472,2004,MIN,AL,jonesja04,OF,4350000,2003,1,MIN,AL,136,517,76,157,33,1,16,69,13,1,21,105,2,4,1,5,10
549,2004,NYN,NL,camermi01,OF,4333333,2003,1,SEA,AL,147,534,74,135,31,5,18,76,17,7,70,137,1,5,1,2,13
608,2004,PHI,NL,burrepa01,OF,4250000,2003,1,PHI,NL,146,522,57,109,31,4,21,64,0,0,72,142,2,4,0,1,18
65,2004,ATL,NL,drewjd01,OF,4200000,2003,1,SLN,NL,100,287,60,83,13,3,15,42,2,2,36,48,0,3,2,0,6
428,2004,LAN,NL,loducpa01,OF,4066667,2003,1,LAN,NL,147,568,64,155,34,2,7,52,0,2,44,54,6,10,7,1,21
32,2004,ARI,NL,bautida01,OF,4000000,2003,1,ARI,NL,88,284,29,78,16,3,4,36,3,2,21,50,2,4,2,3,7
393,2004,KCA,AL,gonzaju03,OF,4000000,2003,1,TEX,AL,82,327,49,96,17,1,24,70,1,1,14,73,1,4,0,1,10
757,2004,SLN,NL,mathemi01,C,4000000,2003,1,SLN,NL,141,441,43,111,18,2,8,47,1,1,44,81,16,2,8,3,11
105,2004,BAL,AL,palmera01,1B,4000000,2003,1,TEX,AL,154,561,92,146,21,2,38,112,2,0,84,77,9,5,0,4,7
624,2004,PHI,NL,polanpl01,3B,3950000,2003,1,PHI,NL,122,492,87,142,30,3,14,63,14,2,42,38,1,8,8,4,16
699,2004,SEA,AL,ibanera01,OF,3916667,2003,1,KCA,AL,157,608,95,179,33,5,18,90,8,4,49,81,5,3,1,10,10
470,2004,MIN,AL,guzmacr01,SS,3725000,2003,1,MIN,AL,143,534,78,143,15,14,3,53,18,9,30,79,0,5,12,4,4
68,2004,ATL,NL,furcara01,SS,3700000,2003,1,ATL,NL,156,664,130,194,35,10,15,61,25,2,60,76,2,3,3,4,1
676,2004,SDN,NL,longte01,OF,3575000,2003,1,OAK,AL,140,486,64,119,22,2,14,61,4,1,31,67,4,3,0,2,9
421,2004,LAN,NL,encarju01,OF,3565000,2003,1,FLO,NL,156,601,80,162,37,6,19,94,19,8,37,82,0,4,5,6,17
736,2004,SFN,NL,pierzaj01,C,3500000,2003,1,MIN,AL,137,487,63,152,35,3,11,74,3,1,24,55,12,15,2,5,13
714,2004,SEA,AL,wilsoda01,C,3500000,2003,1,SEA,AL,96,316,32,76,15,2,4,43,0,0,15,52,0,0,3,3,8
715,2004,SEA,AL,winnra01,OF,3500000,2003,1,SEA,AL,157,600,103,177,37,4,11,75,23,5,41,108,0,8,6,5,9
134,2004,BOS,AL,millake01,OF,3300000,2003,1,BOS,AL,148,544,83,150,30,1,25,96,3,2,60,108,5,5,0,9,14
404,2004,KCA,AL,randajo01,3B,3250000,2003,1,KCA,AL,131,502,80,146,31,1,16,72,1,0,41,61,0,7,9,7,12
447,2004,MIL,NL,counscr01,SS,3166667,2003,1,ARI,NL,89,303,40,71,6,3,3,21,11,4,41,32,0,2,3,2,4
689,2004,SEA,AL,aurilri01,SS,3150000,2003,1,SFN,NL,129,505,65,140,26,1,13,58,2,2,36,82,0,1,0,3,18
533,2004,NYA,AL,loftoke01,OF,3100000,2003,1,PIT,NL,84,339,58,94,19,4,9,26,18,5,28,29,1,2,2,3,2
357,2004,HOU,NL,biggicr01,OF,3000000,2003,1,HOU,NL,153,628,102,166,44,2,15,62,8,4,57,116,3,27,3,2,4
334,2004,FLO,NL,coninje01,OF,3000000,2003,1,BAL,AL,124,493,75,143,33,3,15,80,5,0,37,60,5,5,0,12,14
505,2004,MON,NL,evereca01,OF,3000000,2003,1,TEX,AL,74,270,53,74,13,3,18,51,4,1,31,48,2,5,4,3,2
701,2004,SEA,AL,martied01,OF,3000000,2003,1,SEA,AL,145,497,72,146,25,0,24,98,0,1,92,95,7,7,0,7,17
599,2004,OAK,AL,milleda02,C,3000000,2003,1,CHN,NL,114,352,34,82,19,1,9,36,1,0,39,91,6,1,7,1,15
317,2004,DET,AL,vinafe01,2B,3000000,2003,1,SLN,NL,61,259,35,65,14,4,4,23,4,4,11,24,0,11,3,1,5
670,2004,SDN,NL,hernara02,C,2937500,2003,1,OAK,AL,140,483,70,132,24,1,21,78,0,0,33,79,2,12,2,6,14
340,2004,FLO,NL,gonzaal02,SS,2800000,2003,1,FLO,NL,150,528,52,135,33,6,18,77,0,4,33,106,13,13,3,5,8
477,2004,MIN,AL,mientdo01,OF,2800000,2003,1,MIN,AL,142,487,67,146,38,1,11,65,4,1,74,55,4,5,2,6,9
735,2004,SFN,NL,perezne01,SS,2750000,2003,1,SFN,NL,120,328,27,84,19,4,1,31,3,2,14,23,3,0,9,2,9
319,2004,DET,AL,whitero02,OF,2750000,2003,1,SDN,NL,115,413,49,115,17,3,18,66,1,4,25,71,2,8,0,3,11
787,2004,TBA,AL,huffau01,OF,2666667,2003,1,TBA,AL,162,636,91,198,47,3,34,107,2,3,53,80,17,8,0,9,19
828,2004,TEX,AL,teixema01,OF,2625000,2003,1,TEX,AL,146,529,66,137,29,5,26,84,1,2,44,120,5,14,0,2,14
96,2004,BAL,AL,gibboja01,OF,2600000,2003,1,BAL,AL,160,625,80,173,39,2,23,100,0,1,49,89,11,3,0,5,12
43,2004,ARI,NL,hillesh02,3B,2600000,2003,2,ARI,NL,85,330,40,88,18,1,17,59,0,0,17,44,3,2,0,5,13
219,2004,CIN,NL,larueja01,OF,2600000,2003,1,CIN,NL,118,379,52,87,23,1,16,50,3,3,33,111,4,20,1,4,9
503,2004,MON,NL,diazei01,C,2587500,2003,1,TEX,AL,101,334,30,86,14,1,4,35,3,1,9,32,0,10,4,4,12
710,2004,SEA,AL,spiezsc01,OF,2566667,2003,1,ANA,AL,158,521,69,138,36,7,16,83,6,3,46,66,8,5,2,7,12
778,2004,TBA,AL,cruzjo02,OF,2500000,2003,1,SFN,NL,158,539,90,135,26,1,20,68,5,8,102,121,6,0,2,7,14
181,2004,CHN,NL,grudzma01,2B,2500000,2003,1,CHN,NL,121,481,73,151,38,1,3,38,6,2,30,64,0,11,7,2,12
297,2004,DET,AL,guillca01,SS,2500000,2003,1,SEA,AL,109,388,63,107,19,3,7,52,4,4,52,64,2,1,5,5,12
15,2004,ANA,AL,kennead01,2B,2500000,2003,1,ANA,AL,143,449,71,121,17,1,13,49,22,9,45,73,4,9,2,5,7
677,2004,SDN,NL,loretma01,SS,2500000,2003,1,SDN,NL,154,589,74,185,28,4,13,72,5,4,54,62,2,3,3,4,17
626,2004,PHI,NL,rolliji01,SS,2425000,2003,1,PHI,NL,156,628,85,165,42,6,8,62,20,12,54,113,4,0,5,2,9
349,2004,FLO,NL,pierrju01,OF,2400000,2003,1,FLO,NL,162,668,100,204,28,7,1,41,65,20,55,35,1,5,15,3,9
465,2004,MIL,NL,spiveju01,OF,2367500,2003,1,ARI,NL,106,365,52,93,22,2,13,50,4,3,33,95,1,7,0,3,7
103,2004,BAL,AL,morame01,SS,2333333,2003,1,BAL,AL,96,344,68,109,17,1,15,48,6,3,49,71,0,12,6,2,3
836,2004,TOR,AL,catalfr01,OF,2300000,2003,1,TOR,AL,133,489,83,146,34,6,13,59,2,2,35,62,1,6,2,3,9
588,2004,OAK,AL,hattesc01,1B,2300000,2003,1,OAK,AL,147,541,63,137,34,0,12,61,0,1,66,53,0,9,3,3,14
11,2004,ANA,AL,guilljo01,OF,2200000,2003,1,CIN,NL,91,315,52,106,21,1,23,63,1,3,17,63,1,9,6,2,8
4,2004,ANA,AL,eckstda01,SS,2150000,2003,1,ANA,AL,120,452,59,114,22,1,3,31,16,5,36,45,0,15,10,4,9
408,2004,KCA,AL,santibe01,C,2150000,2003,1,SFN,NL,108,401,53,112,21,2,11,56,0,1,29,69,0,2,0,2,13
726,2004,SFN,NL,grissma02,OF,2125000,2003,1,SFN,NL,149,587,82,176,33,3,20,79,11,3,20,82,0,2,3,6,14
269,2004,COL,NL,castivi02,3B,2100000,2003,1,ATL,NL,147,542,65,150,28,3,22,76,1,2,26,86,3,3,1,6,22
582,2004,OAK,AL,durazer01,1B,2100000,2003,1,OAK,AL,154,537,92,139,29,0,21,77,1,1,100,105,12,2,0,6,11
136,2004,BOS,AL,muellbi02,SS,2100000,2003,1,BOS,AL,146,524,85,171,45,5,19,85,1,4,59,77,2,7,4,6,11
17,2004,ANA,AL,molinbe01,C,2025000,2003,1,ANA,AL,119,409,37,115,24,0,14,71,1,1,13,31,2,2,2,4,17
532,2004,NYA,AL,leetr01,1B,2000000,2003,1,TBA,AL,145,542,75,149,37,3,19,70,6,2,64,97,4,0,1,6,13
762,2004,SLN,NL,sandere02,OF,2000000,2003,1,PIT,NL,130,453,74,129,27,4,31,87,15,5,38,110,4,5,0,2,10
662,2004,PIT,NL,wilsoja02,SS,1850000,2003,1,PIT,NL,150,558,58,143,21,3,9,62,5,5,36,74,3,4,11,6,11
789,2004,TBA,AL,lugoju01,SS,1750000,2003,2,TBA,AL,117,433,58,119,13,4,15,53,10,3,35,88,0,4,7,3,5
703,2004,SEA,AL,mccraqu01,OF,1750000,2003,1,ARI,NL,115,203,17,46,5,2,0,18,5,1,15,34,2,0,5,3,4
197,2004,CHN,NL,walketo04,2B,1750000,2003,1,BOS,AL,144,587,92,166,38,4,13,85,1,1,48,54,0,1,1,10,17
418,2004,LAN,NL,bradlmi01,OF,1730000,2003,1,CLE,AL,101,377,61,121,34,2,10,56,17,7,64,73,8,5,0,5,10
455,2004,MIL,NL,helmswe01,3B,1687500,2003,1,MIL,NL,134,476,56,124,21,0,23,67,0,1,43,131,3,10,0,7,10
98,2004,BAL,AL,hairsje02,2B,1650000,2003,1,BAL,AL,58,218,25,59,12,2,2,21,14,5,23,25,0,6,10,2,8
213,2004,CIN,NL,jimenda01,3B,1615000,2003,2,CIN,NL,73,290,34,84,13,2,7,31,7,4,34,43,0,2,2,3,4
174,2004,CHN,NL,barremi01,C,1550000,2003,1,MON,NL,70,226,33,47,9,2,10,30,0,0,21,37,7,2,2,1,6
496,2004,MON,NL,batisto01,3B,1500000,2003,1,BAL,AL,161,631,76,148,20,1,26,99,4,3,28,102,4,5,0,6,20
775,2004,TBA,AL,blumge01,SS,1500000,2003,1,HOU,NL,123,420,51,110,19,0,10,52,0,0,20,50,1,2,2,5,15
682,2004,SDN,NL,paytoja01,OF,1500000,2003,1,COL,NL,157,600,93,181,32,5,28,89,6,4,43,77,3,7,5,3,27
483,2004,MIN,AL,rivaslu01,2B,1500000,2003,1,MIN,AL,135,475,69,123,16,9,8,43,17,7,30,65,0,5,8,3,20
741,2004,SFN,NL,snowjt01,1B,1500000,2003,1,SFN,NL,103,330,48,90,18,3,8,51,1,2,55,55,0,8,1,2,7
745,2004,SFN,NL,tuckemi01,OF,1500000,2003,1,KCA,AL,104,389,61,102,20,5,13,55,8,10,39,88,3,2,6,2,8
307,2004,DET,AL,munsoer01,3B,1487500,2003,1,DET,AL,99,313,28,75,9,0,18,50,3,0,35,61,1,1,1,7,4
693,2004,SEA,AL,davisbe01,C,1400000,2003,1,SEA,AL,80,246,25,58,18,0,6,42,0,0,18,61,2,0,1,4,5
419,2004,LAN,NL,coraal01,SS,1300000,2003,1,LAN,NL,148,477,39,119,24,3,4,34,4,2,16,59,3,10,9,2,5
267,2004,COL,NL,burnije01,OF,1250000,2003,1,NYN,NL,65,234,38,64,18,0,18,45,1,4,21,55,6,4,0,0,4
510,2004,MON,NL,johnsni01,1B,1250000,2003,1,NYA,AL,96,324,60,92,19,0,14,47,5,2,70,57,4,8,3,1,9
812,2004,TEX,AL,jordabr01,OF,1250000,2003,1,LAN,NL,66,224,28,67,9,0,6,28,1,1,23,30,3,4,0,2,3
615,2004,PHI,NL,ledeeri01,OF,1225000,2003,1,PHI,NL,121,255,37,63,15,2,13,46,0,0,34,59,5,0,1,1,4
439,2004,LAN,NL,venturo01,3B,1200000,2003,1,NYA,AL,89,283,31,71,13,0,9,42,0,0,40,62,2,0,3,0,8
381,2004,HOU,NL,vizcajo01,SS,1200000,2003,1,HOU,NL,91,189,14,47,7,3,3,26,0,1,8,22,3,1,4,1,5
648,2004,PIT,NL,mondera01,OF,1150000,2003,1,NYA,AL,98,361,56,93,23,3,16,49,17,7,38,66,6,2,0,2,6
661,2004,PIT,NL,wilsocr03,OF,1150000,2003,1,PIT,NL,116,309,49,81,15,4,18,48,3,1,35,89,4,13,0,1,6
235,2004,CLE,AL,belliro01,2B,1100000,2003,1,COL,NL,116,447,73,124,31,2,8,50,7,2,49,71,0,2,6,1,7
394,2004,KCA,AL,graffto01,SS,1100000,2003,1,CHA,AL,90,250,51,65,15,3,7,23,8,0,24,37,1,3,3,1,1
29,2004,ARI,NL,alomaro01,2B,1000000,2003,1,NYN,NL,73,263,34,69,17,1,2,22,6,0,29,40,2,2,4,4,8
354,2004,HOU,NL,ausmubr01,C,1000000,2003,1,HOU,NL,143,450,43,103,12,2,4,47,5,3,46,66,1,4,4,5,8
31,2004,ARI,NL,baergca01,3B,1000000,2003,1,ARI,NL,105,207,31,71,13,0,4,39,1,1,18,20,1,2,1,3,6
692,2004,SEA,AL,cabrejo02,SS,1000000,2003,1,LAN,NL,128,347,43,98,32,2,6,37,6,4,17,62,3,10,3,3,10
203,2004,CIN,NL,castrju01,SS,1000000,2003,1,CIN,NL,113,320,28,81,14,1,9,33,2,3,18,58,1,0,7,3,7
811,2004,TEX,AL,fullmbr01,1B,1000000,2003,1,ANA,AL,63,206,32,63,9,2,9,35,5,4,26,31,4,2,0,1,4
183,2004,CHN,NL,hollato01,OF,1000000,2003,1,FLO,NL,93,228,32,58,23,3,3,20,2,3,22,55,4,0,2,2,2
797,2004,TBA,AL,sanchre01,SS,1000000,2003,1,NYN,NL,56,174,11,36,3,1,0,12,1,1,8,18,2,0,0,1,7
543,2004,NYA,AL,sierrru01,OF,1000000,2003,2,NYA,AL,63,174,19,48,8,1,6,31,1,0,13,20,2,0,0,2,7
410,2004,KCA,AL,stairma01,OF,1000000,2003,1,PIT,NL,121,305,49,89,20,1,20,57,0,1,45,64,3,5,0,2,7
829,2004,TEX,AL,younger01,OF,1000000,2003,1,MIL,NL,109,404,71,105,18,1,15,31,25,7,48,34,2,4,2,1,9
575,2004,NYN,NL,zeileto01,3B,1000000,2003,1,NYA,AL,66,186,29,39,8,0,6,23,0,0,24,36,0,0,0,4,3
102,2004,BAL,AL,matoslu01,OF,975000,2003,1,BAL,AL,109,439,70,133,23,3,13,45,15,7,28,90,0,7,10,2,9
433,2004,LAN,NL,roberda07,OF,975000,2003,1,LAN,NL,107,388,56,97,6,5,2,16,40,14,43,39,1,4,5,0,0
