,yearID_x,teamID_x,lgID_x,playerID,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
182,2003,CHN,NL,martira03,800000,2002,1,SFN,NL,72,181,26,49,10,2,4,25,2,0,14,26,2,4,0,1,1
741,2003,SLN,NL,martiti02,7500000,2002,1,SLN,NL,150,511,63,134,25,1,21,75,3,2,58,71,9,2,1,4,12
742,2003,SLN,NL,mathemi01,3250000,2002,1,SLN,NL,110,315,31,77,12,1,3,35,1,3,32,49,6,2,8,6,3
97,2003,BAL,AL,matthga02,900000,2002,2,BAL,AL,109,344,54,95,25,3,7,38,15,5,43,69,1,1,5,4,4
386,2003,KCA,AL,maynebr01,2750000,2002,1,KCA,AL,101,326,35,77,8,2,4,30,4,4,34,54,1,2,4,4,8
41,2003,ARI,NL,mccraqu01,1750000,2002,1,ARI,NL,123,349,60,108,27,8,3,40,5,4,32,68,0,2,13,4,3
237,2003,CLE,AL,mcdonjo03,314400,2002,1,CLE,AL,93,264,35,66,11,3,1,12,3,0,10,50,0,5,7,2,4
541,2003,NYN,NL,mcewijo01,600000,2002,1,NYN,NL,105,196,22,39,8,1,3,26,4,4,9,50,0,3,3,3,0
408,2003,LAN,NL,mcgrifr01,3750000,2002,1,CHN,NL,146,523,67,143,27,2,30,103,1,2,63,99,6,4,0,5,13
690,2003,SEA,AL,mclemma01,3150000,2002,1,SEA,AL,104,337,54,91,17,2,7,41,18,10,61,63,1,1,4,4,3
792,2003,TEX,AL,menchke01,327500,2002,1,TEX,AL,110,366,52,95,20,2,15,60,1,1,31,83,0,8,2,5,4
576,2003,OAK,AL,menecfr01,334500,2002,1,OAK,AL,38,132,22,27,7,0,3,15,0,0,20,32,0,1,0,1,4
357,2003,HOU,NL,merceor01,1700000,2002,1,HOU,NL,123,251,35,72,13,3,6,30,4,0,26,50,5,0,1,3,9
663,2003,SDN,NL,merlolo01,560000,2002,1,BOS,AL,84,194,28,48,12,2,4,18,1,2,20,35,0,5,2,1,4
463,2003,MIN,AL,mientdo01,1750000,2002,1,MIN,AL,143,467,60,122,29,1,10,64,1,2,74,69,8,6,0,7,7
121,2003,BOS,AL,millake01,2000000,2002,1,FLO,NL,126,438,58,134,41,0,16,57,0,2,40,74,0,5,0,6,15
183,2003,CHN,NL,milleda02,2700000,2002,1,ARI,NL,101,297,40,74,22,0,11,42,0,0,38,88,5,3,2,0,14
122,2003,BOS,AL,mirabdo01,805000,2002,1,BOS,AL,57,151,17,34,7,0,7,25,0,0,17,33,0,3,0,2,6
465,2003,MIN,AL,mohrdu01,315000,2002,1,MIN,AL,120,383,55,103,23,2,12,45,6,3,31,86,3,1,2,0,5
11,2003,ANA,AL,molinbe01,1425000,2002,1,ANA,AL,122,428,34,105,18,0,5,47,0,0,15,34,3,4,6,6,15
510,2003,NYA,AL,mondera01,13000000,2002,1,TOR,AL,75,299,51,67,16,1,15,45,9,2,31,57,1,3,0,2,8
98,2003,BAL,AL,morame01,1725000,2002,1,BAL,AL,149,557,86,130,30,4,19,64,16,10,70,108,2,20,1,4,7
123,2003,BOS,AL,muellbi02,2100000,2002,1,CHN,NL,103,353,51,94,19,4,7,37,0,0,51,41,2,0,4,5,8
822,2003,TOR,AL,myersgr01,800000,2002,1,OAK,AL,65,144,15,32,5,0,6,21,0,0,26,36,3,0,0,0,4
664,2003,SDN,NL,nevinph01,5000000,2002,1,SDN,NL,107,407,53,116,16,0,12,57,4,0,38,87,4,1,0,4,12
125,2003,BOS,AL,nixontr01,4000000,2002,1,BOS,AL,152,532,81,136,36,3,24,94,4,2,65,109,2,5,3,7,7
270,2003,COL,NL,nortogr01,600000,2002,1,COL,NL,113,168,19,37,8,1,7,37,2,3,24,52,0,0,1,2,4
625,2003,PIT,NL,nunezab01,675000,2002,1,PIT,NL,112,253,28,59,14,1,2,15,3,4,27,44,1,2,3,1,2
184,2003,CHN,NL,oleartr01,750000,2002,1,MON,NL,97,273,27,78,12,2,3,37,1,2,34,47,5,3,4,0,6
693,2003,SEA,AL,olerujo01,7700000,2002,1,SEA,AL,154,553,85,166,39,0,22,102,0,0,98,66,6,5,0,12,19
154,2003,CHA,AL,ordonma01,9000000,2002,1,CHA,AL,153,590,116,189,47,1,38,135,7,5,53,77,2,7,0,3,21
770,2003,TBA,AL,ordonre01,6500000,2002,1,NYN,NL,144,460,53,117,25,2,1,42,2,2,24,46,11,2,9,4,19
126,2003,BOS,AL,ortizda01,1250000,2002,1,MIN,AL,125,412,52,112,32,1,20,75,1,2,43,87,0,3,0,8,5
14,2003,ANA,AL,owenser01,925000,2002,1,FLO,NL,131,385,44,104,15,5,4,37,26,9,31,33,1,0,8,1,11
744,2003,SLN,NL,palmeor01,700000,2002,1,ANA,AL,110,263,35,79,12,1,0,31,7,2,30,22,1,0,4,3,7
794,2003,TEX,AL,palmera01,9000000,2002,1,TEX,AL,155,546,99,149,34,0,43,105,2,0,104,94,16,6,0,7,10
300,2003,DET,AL,paquecr01,2625000,2002,1,DET,AL,72,252,20,49,14,1,4,20,1,0,10,53,0,0,1,3,7
185,2003,CHN,NL,patteco01,365000,2002,1,CHN,NL,153,592,71,150,30,5,14,54,18,3,19,142,1,8,4,5,8
273,2003,COL,NL,paytoja01,1850000,2002,1,NYN,NL,87,275,33,78,6,3,8,31,4,1,21,34,0,1,2,1,8
303,2003,DET,AL,penaca01,310000,2002,2,DET,AL,75,273,31,69,13,4,12,36,2,2,26,73,0,2,0,1,5
745,2003,SLN,NL,perezed01,500000,2002,1,SLN,NL,96,154,22,31,9,0,10,26,0,0,17,36,0,3,1,2,7
719,2003,SFN,NL,perezne01,1500000,2002,1,KCA,AL,145,554,65,131,20,4,3,37,8,9,20,53,2,0,5,6,11
542,2003,NYN,NL,perezti01,312500,2002,1,NYN,NL,136,444,52,131,27,6,8,47,10,6,23,36,2,2,10,2,10
602,2003,PHI,NL,perezto03,550000,2002,1,PHI,NL,92,212,22,53,13,1,5,20,1,0,21,40,6,1,2,1,5
796,2003,TEX,AL,perryhe01,1300000,2002,1,TEX,AL,132,450,64,124,24,1,22,77,4,2,34,66,1,6,4,2,17
823,2003,TOR,AL,phelpjo01,320000,2002,1,TOR,AL,74,265,41,82,20,1,15,58,0,0,19,82,0,3,0,0,7
578,2003,OAK,AL,piattad01,322000,2002,1,OAK,AL,55,137,18,32,8,0,5,18,2,1,12,33,0,2,0,1,1
544,2003,NYN,NL,piazzmi01,15571429,2002,1,NYN,NL,135,478,69,134,23,2,33,98,0,3,57,82,9,3,0,3,26
332,2003,FLO,NL,pierrju01,1000000,2002,1,COL,NL,152,592,90,170,20,5,1,35,47,12,31,52,0,9,8,0,7
466,2003,MIN,AL,pierzaj01,365000,2002,1,MIN,AL,130,440,54,132,31,6,6,49,1,2,13,61,1,11,2,3,14
605,2003,PHI,NL,polanpl01,2875000,2002,1,SLN,NL,94,342,47,97,19,1,5,27,3,1,12,27,1,4,9,0,12
515,2003,NYA,AL,posadjo01,8000000,2002,1,NYA,AL,143,511,79,137,40,1,20,99,1,0,81,143,9,3,0,3,23
746,2003,SLN,NL,pujolal01,900000,2002,1,SLN,NL,157,590,118,185,40,2,34,127,2,4,72,69,13,9,0,4,20
626,2003,PIT,NL,ramirar01,3000000,2002,1,PIT,NL,142,522,51,122,26,0,18,71,2,0,29,95,3,8,0,11,17
128,2003,BOS,AL,ramirma02,20000000,2002,1,BOS,AL,120,436,84,152,31,0,33,107,0,0,73,85,14,8,0,1,13
387,2003,KCA,AL,randajo01,4500000,2002,1,KCA,AL,151,549,63,155,36,5,11,80,2,1,46,69,1,9,2,11,13
334,2003,FLO,NL,redmomi01,1050000,2002,1,FLO,NL,89,256,19,78,15,0,2,28,0,2,21,34,8,8,2,3,4
627,2003,PIT,NL,reesepo01,2500000,2002,1,PIT,NL,119,421,46,111,25,0,4,50,12,1,41,81,4,3,5,5,4
388,2003,KCA,AL,relafde01,900000,2002,1,SEA,AL,112,329,55,88,13,2,6,43,10,3,33,51,2,6,1,7,6
747,2003,SLN,NL,renteed01,6500000,2002,1,SLN,NL,152,544,77,166,36,2,11,83,22,7,49,57,7,4,7,5,17
277,2003,COL,NL,richach01,325000,2002,1,BAL,AL,50,155,15,36,11,0,4,21,0,3,12,30,0,2,0,2,2
156,2003,CHA,AL,riosar01,450000,2002,1,PIT,NL,76,208,20,55,11,0,1,24,1,1,16,39,1,1,0,1,8
470,2003,MIN,AL,rivaslu01,340000,2002,1,MIN,AL,93,316,46,81,23,4,4,35,9,4,19,51,2,3,8,0,12
720,2003,SFN,NL,riverru01,500000,2002,1,TEX,AL,69,158,17,33,4,0,4,14,4,2,17,45,0,5,4,2,2
413,2003,LAN,NL,roberda07,400000,2002,1,LAN,NL,127,422,63,117,14,7,3,34,45,10,48,51,0,2,6,1,1
748,2003,SLN,NL,robinke02,320000,2002,1,SLN,NL,124,181,27,47,7,4,1,15,7,4,11,29,3,0,2,1,1
798,2003,TEX,AL,rodrial01,22000000,2002,1,TEX,AL,162,624,125,187,27,2,57,142,9,4,87,122,12,10,0,4,14
335,2003,FLO,NL,rodriiv01,10000000,2002,1,TEX,AL,108,408,67,128,32,2,19,60,5,4,25,71,2,2,1,4,13
749,2003,SLN,NL,rolensc01,7625000,2002,1,PHI,NL,100,375,52,97,21,4,17,66,5,2,52,68,2,8,0,3,12
610,2003,PHI,NL,rolliji01,450000,2002,1,PHI,NL,154,637,82,156,33,10,11,60,31,13,54,103,3,4,6,4,14
157,2003,CHA,AL,rowanaa01,320000,2002,1,CHA,AL,126,302,41,78,16,2,7,29,0,1,12,54,1,6,9,2,8
18,2003,ANA,AL,salmoti01,9900000,2002,1,ANA,AL,138,483,84,138,37,1,22,88,6,3,71,102,3,7,0,7,6
441,2003,MIL,NL,sanchal03,340000,2002,1,MIL,NL,112,394,55,114,10,7,1,33,37,14,31,62,0,2,6,2,4
546,2003,NYN,NL,sanchre01,1300000,2002,1,BOS,AL,107,357,46,102,12,3,1,38,2,2,17,31,1,2,5,5,9
630,2003,PIT,NL,sandere02,1000000,2002,1,SFN,NL,140,505,75,126,23,6,23,85,18,6,47,121,3,12,0,7,10
723,2003,SFN,NL,santibe01,1775000,2002,1,SFN,NL,126,478,56,133,24,5,16,74,4,2,27,73,8,2,3,7,19
304,2003,DET,AL,santira01,307000,2002,1,DET,AL,65,222,33,54,5,5,4,20,8,5,13,48,0,8,4,2,2
492,2003,MON,NL,schnebr01,310000,2002,1,MON,NL,73,207,21,57,19,2,5,29,1,2,21,41,8,0,2,2,7
247,2003,CLE,AL,selbybi01,325000,2002,1,CLE,AL,65,159,15,34,7,2,6,21,0,1,15,27,2,0,0,2,4
442,2003,MIL,NL,sexsori01,5125000,2002,1,MIL,NL,157,570,86,159,37,2,29,102,0,0,70,136,7,8,0,4,17
74,2003,ATL,NL,sheffga01,11416667,2002,1,ATL,NL,135,492,82,151,26,0,25,84,12,2,72,53,2,11,0,4,16
548,2003,NYN,NL,shinjts01,600000,2002,1,SFN,NL,118,362,42,86,15,3,9,37,5,0,24,46,2,6,3,3,5
774,2003,TBA,AL,shumpte01,300000,2002,1,COL,NL,106,234,30,55,12,1,6,21,4,1,21,41,0,4,5,4,9
799,2003,TEX,AL,sierrru01,600000,2002,1,SEA,AL,122,419,47,113,23,0,13,60,4,0,31,66,5,0,0,2,17
632,2003,PIT,NL,simonra01,1475000,2002,1,DET,AL,130,482,51,145,17,1,19,82,0,1,13,30,5,4,0,7,13
581,2003,OAK,AL,singlch01,1200000,2002,1,BAL,AL,136,466,67,122,30,6,9,50,20,2,21,83,0,4,6,5,8
725,2003,SFN,NL,snowjt01,6850000,2002,1,SFN,NL,143,422,47,104,26,2,6,53,0,0,59,90,5,7,0,6,11
517,2003,NYA,AL,soriaal01,800000,2002,1,NYA,AL,156,696,128,209,51,2,39,102,41,13,23,157,1,14,1,7,8
188,2003,CHN,NL,sosasa01,16000000,2002,1,CHN,NL,150,556,122,160,19,2,49,108,2,0,103,144,15,3,0,4,14
248,2003,CLE,AL,spencsh01,600000,2002,1,NYA,AL,94,288,32,71,15,2,6,34,0,3,31,62,4,4,2,4,5
22,2003,ANA,AL,spiezsc01,4250000,2002,1,ANA,AL,153,491,80,140,34,2,12,82,6,7,67,52,7,4,3,6,12
47,2003,ARI,NL,spiveju01,432000,2002,1,ARI,NL,143,538,103,162,34,6,16,78,11,6,65,100,5,16,1,6,10
633,2003,PIT,NL,stairma01,900000,2002,1,MIL,NL,107,270,41,66,15,0,16,41,2,0,36,50,4,8,0,1,7
826,2003,TOR,AL,stewash01,6200000,2002,1,TOR,AL,141,577,103,175,38,6,10,45,14,2,54,60,2,9,0,1,17
280,2003,COL,NL,stynech01,750000,2002,1,CHN,NL,98,195,25,47,9,1,5,26,1,1,21,29,1,1,5,3,5
698,2003,SEA,AL,suzukic01,4666667,2002,1,SEA,AL,157,647,111,208,27,8,8,51,31,15,68,62,27,5,3,5,8
389,2003,KCA,AL,sweenmi01,11000000,2002,1,KCA,AL,126,471,81,160,31,1,24,86,9,7,61,46,10,6,0,7,9
495,2003,MON,NL,tatisfe01,6500000,2002,1,MON,NL,114,381,43,87,18,1,15,55,2,2,35,90,1,8,1,5,15
218,2003,CIN,NL,taylore01,334000,2002,1,CIN,NL,135,287,41,73,15,4,9,38,11,8,14,79,3,2,5,3,6
582,2003,OAK,AL,tejadmi01,5125000,2002,1,OAK,AL,162,662,108,204,30,0,34,131,7,2,38,84,3,11,0,4,21
158,2003,CHA,AL,thomafr04,5000000,2002,1,CHA,AL,148,523,77,132,29,1,28,92,3,0,88,115,2,7,0,10,10
612,2003,PHI,NL,thomeji01,11166667,2002,1,CLE,AL,147,480,101,146,19,2,52,118,1,2,122,139,18,5,0,6,5
726,2003,SFN,NL,torreyo01,312000,2002,1,SFN,NL,53,136,17,38,10,0,2,14,0,0,14,20,2,2,3,0,11
518,2003,NYA,AL,trammbu01,2500000,2002,1,SDN,NL,133,403,54,98,16,1,17,56,1,3,53,71,2,3,3,3,6
390,2003,KCA,AL,tuckemi01,2750000,2002,1,KCA,AL,144,475,65,118,27,6,12,56,23,9,56,105,1,3,7,2,5
281,2003,COL,NL,uribeju01,300000,2002,1,COL,NL,155,566,69,136,25,7,6,49,9,2,34,120,1,5,7,6,17
159,2003,CHA,AL,valenjo03,5000000,2002,1,CHA,AL,135,474,70,118,26,4,25,75,3,3,43,99,2,2,3,5,9
444,2003,MIL,NL,vandejo02,550000,2002,1,NYA,AL,84,219,30,57,17,1,6,20,1,1,23,58,3,0,0,3,7
131,2003,BOS,AL,varitja01,4700000,2002,1,BOS,AL,132,467,58,124,27,1,10,61,4,3,41,95,3,7,1,3,13
553,2003,NYN,NL,vaughmo01,17166667,2002,1,NYN,NL,139,487,67,126,18,0,26,72,0,1,59,145,6,10,0,2,15
668,2003,SDN,NL,vazqura01,315000,2002,1,SDN,NL,128,423,50,116,21,5,2,32,7,2,45,79,3,1,3,2,6
519,2003,NYA,AL,venturo01,5000000,2002,1,NYA,AL,141,465,68,115,17,0,27,93,3,1,90,101,9,2,0,5,14
498,2003,MON,NL,vidrojo01,5500000,2002,1,MON,NL,152,604,103,190,43,3,19,96,2,1,60,70,1,3,11,3,12
757,2003,SLN,NL,vinafe01,5333333,2002,1,SLN,NL,150,622,75,168,29,5,1,54,17,11,44,36,2,18,1,7,11
366,2003,HOU,NL,vizcajo01,2000000,2002,1,HOU,NL,125,406,53,123,19,2,5,37,3,5,24,40,2,1,5,2,5
249,2003,CLE,AL,vizquom01,5500000,2002,1,CLE,AL,151,582,85,160,31,5,14,72,18,10,56,64,3,8,7,10,7
282,2003,COL,NL,walkela01,12666667,2002,1,COL,NL,136,477,95,161,40,4,26,104,6,5,65,73,6,7,0,4,8
133,2003,BOS,AL,walketo04,3450000,2002,1,CIN,NL,155,612,79,183,42,3,11,64,8,5,50,81,7,3,7,3,9
418,2003,LAN,NL,wardda01,1350000,2002,1,HOU,NL,136,453,41,125,31,0,12,72,1,3,33,82,5,1,0,4,9
831,2003,TOR,AL,wellsve01,520000,2002,1,TOR,AL,159,608,87,167,34,4,23,100,9,4,27,85,0,3,2,8,15
671,2003,SDN,NL,whitero02,5500000,2002,1,NYA,AL,126,455,59,109,21,0,14,62,1,2,25,86,1,8,1,5,11
499,2003,MON,NL,wilkebr01,315000,2002,1,MON,NL,153,507,92,135,27,8,20,59,7,8,81,161,7,5,6,4,5
523,2003,NYA,AL,willibe02,12357143,2002,1,NYA,AL,154,612,102,204,37,2,19,102,8,4,83,97,7,3,0,1,19
48,2003,ARI,NL,willima04,10000000,2002,1,ARI,NL,60,215,29,56,7,2,12,40,3,1,21,41,1,0,0,2,8
640,2003,PIT,NL,wilsocr03,327000,2002,1,PIT,NL,131,368,48,97,16,1,16,57,2,3,32,116,0,21,1,2,10
699,2003,SEA,AL,wilsoda01,3500000,2002,1,SEA,AL,115,359,35,106,16,1,6,44,1,0,18,81,1,2,7,8,8
641,2003,PIT,NL,wilsoja02,335000,2002,1,PIT,NL,147,527,77,133,22,4,4,47,5,2,37,74,2,4,17,1,7
283,2003,COL,NL,wilsopr01,6500000,2002,1,FLO,NL,141,510,80,124,22,2,23,65,20,11,58,140,3,9,2,3,17
833,2003,TOR,AL,wilsoto02,316000,2002,1,TOR,AL,96,265,33,68,10,0,8,37,0,0,28,79,0,5,0,4,6
556,2003,NYN,NL,wilsova01,315000,2002,1,NYN,NL,74,163,19,40,7,0,5,26,0,1,5,32,0,8,2,0,4
700,2003,SEA,AL,winnra01,3300000,2002,1,TBA,AL,152,607,87,181,39,9,14,75,27,8,55,109,3,6,1,5,9
49,2003,ARI,NL,womacto01,6000000,2002,1,ARI,NL,153,590,90,160,23,5,5,57,29,12,46,80,2,4,6,6,9
834,2003,TOR,AL,woodwch01,775000,2002,1,TOR,AL,90,312,48,86,13,4,13,45,3,0,26,72,0,3,1,8,8
308,2003,DET,AL,youngdm01,6750000,2002,1,DET,AL,54,201,25,57,14,0,7,27,2,0,12,39,5,2,0,1,12
446,2003,MIL,NL,younger01,2000000,2002,1,MIL,NL,138,496,57,139,29,3,3,28,31,11,39,38,0,6,8,4,14
642,2003,PIT,NL,youngke01,6625000,2002,1,PIT,NL,146,468,60,115,26,1,16,51,4,6,50,101,2,4,0,3,13
807,2003,TEX,AL,youngmi02,415000,2002,1,TEX,AL,156,573,77,150,26,8,9,62,6,7,41,112,1,0,13,6,14
368,2003,HOU,NL,zaungr01,1200000,2002,1,HOU,NL,76,185,18,41,7,1,3,24,1,0,12,36,1,2,2,1,4
525,2003,NYA,AL,zeileto01,1500000,2002,1,COL,NL,144,506,61,138,23,0,18,87,1,1,66,92,3,1,0,7,27
