,yearID_x,teamID_x,lgID_x,playerID,POS,salary,yearID_y,stint,teamID_y,lgID_y,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
826,2003,TOR,AL,stewash01,OF,6200000,2002,1,TOR,AL,141,577,103,175,38,6,10,45,14,2,54,60,2,9,0,1,17
319,2003,FLO,NL,hollato01,OF,1500000,2002,1,COL,NL,95,298,39,88,21,1,11,48,7,8,26,71,4,1,1,2,8
687,2003,SEA,AL,mabryjo01,OF,600000,2002,2,OAK,AL,89,193,27,53,13,1,11,40,1,1,14,37,1,1,0,3,7
458,2003,MIN,AL,kieltbo01,OF,325000,2002,1,MIN,AL,112,289,49,84,14,3,12,46,4,1,52,66,4,5,0,2,4
465,2003,MIN,AL,mohrdu01,OF,315000,2002,1,MIN,AL,120,383,55,103,23,2,12,45,6,3,31,86,3,1,2,0,5
22,2003,ANA,AL,spiezsc01,OF,4250000,2002,1,ANA,AL,153,491,80,140,34,2,12,82,6,7,67,52,7,4,3,6,12
390,2003,KCA,AL,tuckemi01,OF,2750000,2002,1,KCA,AL,144,475,65,118,27,6,12,56,23,9,56,105,1,3,7,2,5
418,2003,LAN,NL,wardda01,OF,1350000,2002,1,HOU,NL,136,453,41,125,31,0,12,72,1,3,33,82,5,1,0,4,9
205,2003,CIN,NL,kearnau01,OF,350000,2002,1,CIN,NL,107,372,66,117,24,3,13,56,6,3,54,81,3,6,0,3,11
799,2003,TEX,AL,sierrru01,OF,600000,2002,1,SEA,AL,122,419,47,113,23,0,13,60,4,0,31,66,5,0,0,2,17
105,2003,BOS,AL,damonjo01,OF,7500000,2002,1,BOS,AL,154,623,118,178,34,11,14,63,31,6,65,70,5,6,3,5,4
185,2003,CHN,NL,patteco01,OF,365000,2002,1,CHN,NL,153,592,71,150,30,5,14,54,18,3,19,142,1,8,4,5,8
671,2003,SDN,NL,whitero02,OF,5500000,2002,1,NYA,AL,126,455,59,109,21,0,14,62,1,2,25,86,1,8,1,5,11
700,2003,SEA,AL,winnra01,OF,3300000,2002,1,TBA,AL,152,607,87,181,39,9,14,75,27,8,55,109,3,6,1,5,9
165,2003,CHN,NL,aloumo01,OF,9500000,2002,1,CHN,NL,132,484,50,133,23,1,15,61,8,0,47,61,4,0,0,3,15
343,2003,HOU,NL,biggicr01,OF,9750000,2002,1,HOU,NL,145,577,96,146,36,3,15,58,16,2,50,111,2,17,9,2,15
79,2003,BAL,AL,coninje01,OF,4250000,2002,1,BAL,AL,116,451,44,123,26,4,15,63,8,0,25,66,6,2,0,10,10
352,2003,HOU,NL,hidalri01,OF,8500000,2002,1,HOU,NL,114,388,54,91,17,4,15,48,6,2,43,85,1,6,0,2,13
507,2003,NYA,AL,johnsni01,OF,364100,2002,1,NYA,AL,129,378,56,92,15,0,15,58,1,3,48,98,5,12,3,0,11
235,2003,CLE,AL,lawtoma02,OF,6750000,2002,1,CLE,AL,114,416,71,98,19,2,15,57,8,9,59,34,0,8,1,0,13
792,2003,TEX,AL,menchke01,OF,327500,2002,1,TEX,AL,110,366,52,95,20,2,15,60,1,1,31,83,0,8,2,5,4
510,2003,NYA,AL,mondera01,OF,13000000,2002,1,TOR,AL,75,299,51,67,16,1,15,45,9,2,31,57,1,3,0,2,8
195,2003,CIN,NL,branyru01,OF,395000,2002,2,CIN,NL,84,217,34,53,9,1,16,39,3,1,34,86,3,2,0,2,2
561,2003,OAK,AL,durazer01,OF,1065000,2002,1,ARI,NL,76,222,46,58,12,2,16,48,0,1,49,60,2,2,0,3,1
315,2003,FLO,NL,encarju01,OF,3450000,2002,1,CIN,NL,83,321,43,89,11,2,16,51,9,4,26,63,0,1,3,3,7
782,2003,TEX,AL,evereca01,OF,9150000,2002,1,TEX,AL,105,374,47,100,16,0,16,62,2,3,33,77,4,6,1,4,7
232,2003,CLE,AL,garcika01,OF,900000,2002,2,CLE,AL,51,197,29,59,8,0,16,52,0,3,6,40,0,0,0,2,6
574,2003,OAK,AL,longte01,OF,2175000,2002,1,OAK,AL,162,587,71,141,32,4,16,67,3,6,48,96,6,2,0,3,17
624,2003,PIT,NL,mackoro01,OF,322000,2002,1,PIT,NL,136,385,57,94,22,0,16,48,9,3,42,120,5,7,3,2,0
121,2003,BOS,AL,millake01,OF,2000000,2002,1,FLO,NL,126,438,58,134,41,0,16,57,0,2,40,74,0,5,0,6,15
633,2003,PIT,NL,stairma01,OF,900000,2002,1,MIL,NL,107,270,41,66,15,0,16,41,2,0,36,50,4,8,0,1,7
640,2003,PIT,NL,wilsocr03,OF,327000,2002,1,PIT,NL,131,368,48,97,16,1,16,57,2,3,32,116,0,21,1,2,10
57,2003,ATL,NL,fickro01,OF,1000000,2002,1,DET,AL,148,556,66,150,36,2,17,63,0,1,46,90,4,7,0,5,17
714,2003,SFN,NL,grissma02,OF,1875000,2002,1,LAN,NL,111,343,57,95,21,4,17,60,5,1,22,68,2,2,0,4,6
656,2003,SDN,NL,kotsama01,OF,4450000,2002,1,SDN,NL,153,578,82,169,27,7,17,61,11,9,59,89,0,3,2,4,10
518,2003,NYA,AL,trammbu01,OF,2500000,2002,1,SDN,NL,133,403,54,98,16,1,17,56,1,3,53,71,2,3,3,3,6
80,2003,BAL,AL,cordoma01,OF,3100000,2002,1,BAL,AL,131,458,55,116,25,2,18,64,1,6,47,111,3,3,2,3,17
707,2003,SFN,NL,cruzjo02,OF,2500000,2002,1,TOR,AL,124,466,64,114,26,5,18,70,7,1,51,106,1,0,1,4,8
732,2003,SLN,NL,drewjd01,OF,3700000,2002,1,SLN,NL,135,424,61,107,19,1,18,56,8,2,57,104,4,8,3,4,4
534,2003,NYN,NL,floydcl01,OF,6500000,2002,1,FLO,NL,84,296,49,85,20,0,18,57,10,5,58,68,18,7,0,1,0
566,2003,OAK,AL,gantro01,OF,350000,2002,1,SDN,NL,102,309,58,81,14,1,18,59,4,6,36,59,1,2,1,5,8
405,2003,LAN,NL,jordabr01,OF,9600000,2002,1,LAN,NL,128,471,65,134,27,3,18,80,2,2,34,86,3,6,0,4,10
740,2003,SLN,NL,marreel01,OF,1500000,2002,1,SLN,NL,131,397,63,104,19,1,18,66,14,2,40,72,11,0,5,4,5
531,2003,NYN,NL,burnije01,OF,12166667,2002,1,NYN,NL,154,479,65,103,15,0,19,54,10,7,58,135,5,10,1,2,11
764,2003,TBA,AL,grievbe01,OF,5500000,2002,1,TBA,AL,136,482,62,121,30,0,19,64,8,2,69,121,5,8,0,2,15
523,2003,NYA,AL,willibe02,OF,12357143,2002,1,NYA,AL,154,612,102,204,37,2,19,102,8,4,83,97,7,3,0,1,19
584,2003,PHI,NL,abreubo01,OF,9100000,2002,1,PHI,NL,157,572,102,176,50,6,20,85,31,12,104,117,9,3,0,6,11
140,2003,CHA,AL,daubabr01,OF,450000,2002,1,BOS,AL,137,444,62,118,24,2,20,78,2,1,51,126,4,7,0,4,10
499,2003,MON,NL,wilkebr01,OF,315000,2002,1,MON,NL,153,507,92,135,27,8,20,59,7,8,81,161,7,5,6,4,5
796,2003,TEX,AL,perryhe01,OF,1300000,2002,1,TEX,AL,132,450,64,124,24,1,22,77,4,2,34,66,1,6,4,2,17
18,2003,ANA,AL,salmoti01,OF,9900000,2002,1,ANA,AL,138,483,84,138,37,1,22,88,6,3,71,102,3,7,0,7,6
630,2003,PIT,NL,sandere02,OF,1000000,2002,1,SFN,NL,140,505,75,126,23,6,23,85,18,6,47,121,3,12,0,7,10
831,2003,TOR,AL,wellsve01,OF,520000,2002,1,TOR,AL,159,608,87,167,34,4,23,100,9,4,27,85,0,3,2,8,15
283,2003,COL,NL,wilsopr01,OF,6500000,2002,1,FLO,NL,141,510,80,124,22,2,23,65,20,11,58,140,3,9,2,3,17
562,2003,OAK,AL,dyeje01,OF,11666667,2002,1,OAK,AL,131,488,74,123,27,1,24,86,2,0,52,108,2,10,0,5,15
381,2003,KCA,AL,ibanera01,OF,3000000,2002,1,KCA,AL,137,497,70,146,37,6,24,103,5,3,40,76,5,2,1,4,11
125,2003,BOS,AL,nixontr01,OF,4000000,2002,1,BOS,AL,152,532,81,136,36,3,24,94,4,2,65,109,2,5,3,7,7
677,2003,SEA,AL,camermi01,OF,7416667,2002,1,SEA,AL,158,545,84,130,26,5,25,80,31,8,79,176,3,7,4,5,8
34,2003,ARI,NL,finlest01,OF,4250000,2002,1,ARI,NL,150,505,82,145,24,4,25,89,16,4,65,73,7,3,1,3,10
74,2003,ATL,NL,sheffga01,OF,11416667,2002,1,ATL,NL,135,492,82,151,26,0,25,84,12,2,72,53,2,11,0,4,16
200,2003,CIN,NL,dunnad01,OF,400000,2002,1,CIN,NL,158,535,84,133,28,2,26,71,19,9,128,170,13,9,1,3,8
68,2003,ATL,NL,jonesch06,OF,13333333,2002,1,ATL,NL,158,548,90,179,35,1,26,100,8,2,107,89,23,2,0,5,18
150,2003,CHA,AL,leeca01,OF,4200000,2002,1,CHA,AL,140,492,82,130,26,2,26,80,1,4,75,73,4,2,0,7,5
282,2003,COL,NL,walkela01,OF,12666667,2002,1,COL,NL,136,477,95,161,40,4,26,104,6,5,65,73,6,7,0,4,8
457,2003,MIN,AL,jonesja04,OF,2750000,2002,1,MIN,AL,149,577,96,173,37,2,27,85,6,7,37,129,2,2,4,6,8
733,2003,SLN,NL,edmonji01,OF,8333333,2002,1,SLN,NL,144,476,96,148,31,2,28,83,4,3,86,134,14,8,0,6,9
85,2003,BAL,AL,gibboja01,OF,375000,2002,1,BAL,AL,136,490,71,121,29,1,28,69,1,3,45,66,3,2,0,4,9
35,2003,ARI,NL,gonzalu01,OF,4000000,2002,1,ARI,NL,148,524,90,151,19,3,28,103,9,2,97,76,8,5,0,7,12
0,2003,ANA,AL,anderga01,OF,5350000,2002,1,ANA,AL,158,638,93,195,56,3,29,123,6,4,30,80,11,0,0,10,11
371,2003,KCA,AL,beltrca01,OF,6000000,2002,1,KCA,AL,162,637,114,174,44,7,29,105,35,7,71,135,1,4,3,7,12
456,2003,MIN,AL,hunteto01,OF,4750000,2002,1,MIN,AL,148,561,89,162,37,4,29,94,23,8,35,118,3,5,0,3,17
655,2003,SDN,NL,kleskry01,OF,5500000,2002,1,SDN,NL,146,540,90,162,39,1,29,95,6,2,76,86,11,4,1,4,7
229,2003,CLE,AL,burksel01,OF,7166667,2002,1,CLE,AL,138,518,92,156,28,0,32,91,2,3,44,108,3,6,1,1,13
128,2003,BOS,AL,ramirma02,OF,20000000,2002,1,BOS,AL,120,436,84,152,31,0,33,107,0,0,73,85,14,8,0,1,13
560,2003,OAK,AL,chaveer01,OF,3675000,2002,1,OAK,AL,153,585,87,161,31,3,34,109,8,3,65,119,13,1,0,2,8
67,2003,ATL,NL,jonesan01,OF,12000000,2002,1,ATL,NL,154,560,91,148,34,0,35,94,8,3,83,135,4,10,0,6,14
587,2003,PHI,NL,burrepa01,OF,1250000,2002,1,PHI,NL,157,586,96,165,39,2,37,116,1,0,89,153,9,3,0,6,16
619,2003,PIT,NL,gilesbr02,OF,8833333,2002,1,PIT,NL,153,497,95,148,37,5,38,103,15,6,135,74,24,7,0,5,10
154,2003,CHA,AL,ordonma01,OF,9000000,2002,1,CHA,AL,153,590,116,189,47,1,38,135,7,5,53,77,2,7,0,3,21
484,2003,MON,NL,guerrvl01,OF,11500000,2002,1,MON,NL,161,614,106,206,37,2,39,111,40,20,84,70,32,6,0,5,20
342,2003,HOU,NL,berkmla01,OF,3500000,2002,1,HOU,NL,158,578,106,169,35,2,42,128,8,4,107,118,20,4,0,3,10
399,2003,LAN,NL,greensh01,OF,15666667,2002,1,LAN,NL,158,582,110,166,31,1,42,114,8,5,93,112,22,5,0,5,26
705,2003,SFN,NL,bondsba01,OF,15500000,2002,1,SFN,NL,143,403,117,149,31,2,46,110,9,2,198,47,68,9,0,2,4
188,2003,CHN,NL,sosasa01,OF,16000000,2002,1,CHN,NL,150,556,122,160,19,2,49,108,2,0,103,144,15,3,0,4,14
36,2003,ARI,NL,gracema01,OF,1750000,2002,1,ARI,NL,124,298,43,75,19,0,7,48,2,0,46,30,6,1,0,3,5
688,2003,SEA,AL,martied01,OF,4000000,2002,1,SEA,AL,97,328,42,91,23,0,15,59,1,1,67,69,8,6,0,6,6
525,2003,NYA,AL,zeileto01,OF,1500000,2002,1,COL,NL,144,506,61,138,23,0,18,87,1,1,66,92,3,1,0,7,27
